game,platform,games_sold,year,critic_score,user_score,combined_score
Thrillville: Off the Rails,Wii,0.44,2007,,,
Thrillville: Off the Rails,Wii,0.44,2007,4.5,,
Thrillville: Off the Rails,Wii,0.44,2007,7.8,,
Thrillville: Off the Rails,Wii,0.44,2007,7.8,,
Thrillville: Off the Rails,Wii,0.44,2007,7.6,,
Thrillville: Off the Rails,PS2,0.42,2007,,,
Thrillville: Off the Rails,PS2,0.42,2007,4.5,,
Thrillville: Off the Rails,PS2,0.42,2007,7.8,,
Thrillville: Off the Rails,PS2,0.42,2007,7.8,,
Thrillville: Off the Rails,PS2,0.42,2007,7.6,,
Thrillville: Off the Rails,X360,0.16,2007,,,
Thrillville: Off the Rails,X360,0.16,2007,4.5,,
Thrillville: Off the Rails,X360,0.16,2007,7.8,,
Thrillville: Off the Rails,X360,0.16,2007,7.8,,
Thrillville: Off the Rails,X360,0.16,2007,7.6,,
Thrillville: Off the Rails,PSP,0.1,2007,,,
Thrillville: Off the Rails,PSP,0.1,2007,4.5,,
Thrillville: Off the Rails,PSP,0.1,2007,7.8,,
Thrillville: Off the Rails,PSP,0.1,2007,7.8,,
Thrillville: Off the Rails,PSP,0.1,2007,7.6,,
Star Wars: Empire at War - Gold Pack,PC,0.09,2007,,,
Thrillville: Off the Rails,DS,0.04,2007,,,
Thrillville: Off the Rails,DS,0.04,2007,4.5,,
Thrillville: Off the Rails,DS,0.04,2007,7.8,,
Thrillville: Off the Rails,DS,0.04,2007,7.8,,
Thrillville: Off the Rails,DS,0.04,2007,7.6,,
LEGO Indiana Jones: The Original Adventures,X360,3.76,2008,7.5,,
LEGO Indiana Jones: The Original Adventures,X360,3.76,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,X360,3.76,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,X360,3.76,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,X360,3.76,2008,7.8,,
LEGO Indiana Jones: The Original Adventures,X360,3.76,2008,7.6,,
LEGO Indiana Jones: The Original Adventures,X360,3.76,2008,7.7,,
Star Wars: The Force Unleashed,X360,2.77,2008,7.0,,
Star Wars: The Force Unleashed,X360,2.77,2008,6.8,,
Star Wars: The Force Unleashed,X360,2.77,2008,7.1,,
Star Wars: The Force Unleashed,X360,2.77,2008,7.1,,
Star Wars: The Force Unleashed,X360,2.77,2008,7.2,,
Star Wars: The Force Unleashed,X360,2.77,2008,6.8,7.4,7.1
LEGO Indiana Jones: The Original Adventures,Wii,2.35,2008,7.5,,
LEGO Indiana Jones: The Original Adventures,Wii,2.35,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,Wii,2.35,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,Wii,2.35,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,Wii,2.35,2008,7.8,,
LEGO Indiana Jones: The Original Adventures,Wii,2.35,2008,7.6,,
LEGO Indiana Jones: The Original Adventures,Wii,2.35,2008,7.7,,
Star Wars: The Force Unleashed,PS3,2.22,2008,7.0,,
Star Wars: The Force Unleashed,PS3,2.22,2008,6.8,,
Star Wars: The Force Unleashed,PS3,2.22,2008,7.1,,
Star Wars: The Force Unleashed,PS3,2.22,2008,7.1,,
Star Wars: The Force Unleashed,PS3,2.22,2008,7.2,,
Star Wars: The Force Unleashed,PS3,2.22,2008,6.8,7.4,7.1
LEGO Indiana Jones: The Original Adventures,DS,2.2,2008,7.5,,
LEGO Indiana Jones: The Original Adventures,DS,2.2,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,DS,2.2,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,DS,2.2,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,DS,2.2,2008,7.8,,
LEGO Indiana Jones: The Original Adventures,DS,2.2,2008,7.6,,
LEGO Indiana Jones: The Original Adventures,DS,2.2,2008,7.7,,
Star Wars: The Force Unleashed,Wii,1.86,2008,7.0,,
Star Wars: The Force Unleashed,Wii,1.86,2008,6.8,,
Star Wars: The Force Unleashed,Wii,1.86,2008,7.1,,
Star Wars: The Force Unleashed,Wii,1.86,2008,7.1,,
Star Wars: The Force Unleashed,Wii,1.86,2008,7.2,,
Star Wars: The Force Unleashed,Wii,1.86,2008,6.8,7.4,7.1
Star Wars The Clone Wars: Lightsaber Duels,Wii,1.65,2008,,,
LEGO Indiana Jones: The Original Adventures,PS2,1.37,2008,7.5,,
LEGO Indiana Jones: The Original Adventures,PS2,1.37,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PS2,1.37,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PS2,1.37,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PS2,1.37,2008,7.8,,
LEGO Indiana Jones: The Original Adventures,PS2,1.37,2008,7.6,,
LEGO Indiana Jones: The Original Adventures,PS2,1.37,2008,7.7,,
Star Wars: The Force Unleashed,PS2,1.25,2008,7.0,,
Star Wars: The Force Unleashed,PS2,1.25,2008,6.8,,
Star Wars: The Force Unleashed,PS2,1.25,2008,7.1,,
Star Wars: The Force Unleashed,PS2,1.25,2008,7.1,,
Star Wars: The Force Unleashed,PS2,1.25,2008,7.2,,
Star Wars: The Force Unleashed,PS2,1.25,2008,6.8,7.4,7.1
LEGO Indiana Jones: The Original Adventures,PSP,1.18,2008,7.5,,
LEGO Indiana Jones: The Original Adventures,PSP,1.18,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PSP,1.18,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PSP,1.18,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PSP,1.18,2008,7.8,,
LEGO Indiana Jones: The Original Adventures,PSP,1.18,2008,7.6,,
LEGO Indiana Jones: The Original Adventures,PSP,1.18,2008,7.7,,
Star Wars: The Force Unleashed,PSP,1.09,2008,7.0,,
Star Wars: The Force Unleashed,PSP,1.09,2008,6.8,,
Star Wars: The Force Unleashed,PSP,1.09,2008,7.1,,
Star Wars: The Force Unleashed,PSP,1.09,2008,7.1,,
Star Wars: The Force Unleashed,PSP,1.09,2008,7.2,,
Star Wars: The Force Unleashed,PSP,1.09,2008,6.8,7.4,7.1
LEGO Indiana Jones: The Original Adventures,PS3,1.03,2008,7.5,,
LEGO Indiana Jones: The Original Adventures,PS3,1.03,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PS3,1.03,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PS3,1.03,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PS3,1.03,2008,7.8,,
LEGO Indiana Jones: The Original Adventures,PS3,1.03,2008,7.6,,
LEGO Indiana Jones: The Original Adventures,PS3,1.03,2008,7.7,,
Star Wars: The Force Unleashed,DS,0.88,2008,7.0,,
Star Wars: The Force Unleashed,DS,0.88,2008,6.8,,
Star Wars: The Force Unleashed,DS,0.88,2008,7.1,,
Star Wars: The Force Unleashed,DS,0.88,2008,7.1,,
Star Wars: The Force Unleashed,DS,0.88,2008,7.2,,
Star Wars: The Force Unleashed,DS,0.88,2008,6.8,7.4,7.1
Star Wars The Clone Wars: Jedi Alliance,DS,0.78,2008,,,
Fracture,X360,0.33,2008,4.0,,
Fracture,X360,0.33,2008,4.0,,
Fracture,PS3,0.16,2008,4.0,,
Fracture,PS3,0.16,2008,4.0,,
LEGO Indiana Jones: The Original Adventures,PC,0.04,2008,7.5,,
LEGO Indiana Jones: The Original Adventures,PC,0.04,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PC,0.04,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PC,0.04,2008,8.0,,
LEGO Indiana Jones: The Original Adventures,PC,0.04,2008,7.8,,
LEGO Indiana Jones: The Original Adventures,PC,0.04,2008,7.6,,
LEGO Indiana Jones: The Original Adventures,PC,0.04,2008,7.7,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.41,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.41,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.41,2009,7.5,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.41,2009,6.8,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.41,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.41,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,DS,1.19,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,DS,1.19,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,DS,1.19,2009,7.5,,
LEGO Indiana Jones 2: The Adventure Continues,DS,1.19,2009,6.8,,
LEGO Indiana Jones 2: The Adventure Continues,DS,1.19,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,DS,1.19,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,X360,1.02,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,X360,1.02,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,X360,1.02,2009,7.5,,
LEGO Indiana Jones 2: The Adventure Continues,X360,1.02,2009,6.8,,
LEGO Indiana Jones 2: The Adventure Continues,X360,1.02,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,X360,1.02,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,PS3,0.9,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,PS3,0.9,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,PS3,0.9,2009,7.5,,
LEGO Indiana Jones 2: The Adventure Continues,PS3,0.9,2009,6.8,,
LEGO Indiana Jones 2: The Adventure Continues,PS3,0.9,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,PS3,0.9,2009,5.2,,
Star Wars The Clone Wars: Republic Heroes,Wii,0.8,2009,,,
Star Wars The Clone Wars: Republic Heroes,Wii,0.8,2009,,,
Star Wars The Clone Wars: Republic Heroes,Wii,0.8,2009,,,
Star Wars The Clone Wars: Republic Heroes,Wii,0.8,2009,,,
Star Wars The Clone Wars: Republic Heroes,Wii,0.8,2009,,,
Star Wars The Clone Wars: Republic Heroes,Wii,0.8,2009,4.8,,
Star Wars The Clone Wars: Republic Heroes,Wii,0.8,2009,5.9,,
Star Wars Battlefront: Elite Squadron,PSP,0.77,2009,6.0,,
Star Wars Battlefront: Elite Squadron,PSP,0.77,2009,5.9,,
Indiana Jones and the Staff of Kings,Wii,0.72,2009,,,
Indiana Jones and the Staff of Kings,Wii,0.72,2009,,,
Indiana Jones and the Staff of Kings,Wii,0.72,2009,5.1,,
Indiana Jones and the Staff of Kings,Wii,0.72,2009,7.4,,
LEGO Indiana Jones 2: The Adventure Continues,PSP,0.59,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,PSP,0.59,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,PSP,0.59,2009,7.5,,
LEGO Indiana Jones 2: The Adventure Continues,PSP,0.59,2009,6.8,,
LEGO Indiana Jones 2: The Adventure Continues,PSP,0.59,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,PSP,0.59,2009,5.2,,
Star Wars Battlefront: Elite Squadron,DS,0.49,2009,6.0,,
Star Wars Battlefront: Elite Squadron,DS,0.49,2009,5.9,,
Star Wars The Clone Wars: Republic Heroes,PS3,0.44,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS3,0.44,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS3,0.44,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS3,0.44,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS3,0.44,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS3,0.44,2009,4.8,,
Star Wars The Clone Wars: Republic Heroes,PS3,0.44,2009,5.9,,
Star Wars The Clone Wars: Republic Heroes,PSP,0.41,2009,,,
Star Wars The Clone Wars: Republic Heroes,PSP,0.41,2009,,,
Star Wars The Clone Wars: Republic Heroes,PSP,0.41,2009,,,
Star Wars The Clone Wars: Republic Heroes,PSP,0.41,2009,,,
Star Wars The Clone Wars: Republic Heroes,PSP,0.41,2009,,,
Star Wars The Clone Wars: Republic Heroes,PSP,0.41,2009,4.8,,
Star Wars The Clone Wars: Republic Heroes,PSP,0.41,2009,5.9,,
Star Wars The Clone Wars: Republic Heroes,DS,0.4,2009,,,
Star Wars The Clone Wars: Republic Heroes,DS,0.4,2009,,,
Star Wars The Clone Wars: Republic Heroes,DS,0.4,2009,,,
Star Wars The Clone Wars: Republic Heroes,DS,0.4,2009,,,
Star Wars The Clone Wars: Republic Heroes,DS,0.4,2009,,,
Star Wars The Clone Wars: Republic Heroes,DS,0.4,2009,4.8,,
Star Wars The Clone Wars: Republic Heroes,DS,0.4,2009,5.9,,
Star Wars The Clone Wars: Republic Heroes,X360,0.39,2009,,,
Star Wars The Clone Wars: Republic Heroes,X360,0.39,2009,,,
Star Wars The Clone Wars: Republic Heroes,X360,0.39,2009,,,
Star Wars The Clone Wars: Republic Heroes,X360,0.39,2009,,,
Star Wars The Clone Wars: Republic Heroes,X360,0.39,2009,,,
Star Wars The Clone Wars: Republic Heroes,X360,0.39,2009,4.8,,
Star Wars The Clone Wars: Republic Heroes,X360,0.39,2009,5.9,,
Indiana Jones and the Staff of Kings,PS2,0.28,2009,,,
Indiana Jones and the Staff of Kings,PS2,0.28,2009,,,
Indiana Jones and the Staff of Kings,PS2,0.28,2009,5.1,,
Indiana Jones and the Staff of Kings,PS2,0.28,2009,7.4,,
Indiana Jones and the Staff of Kings,PSP,0.26,2009,,,
Indiana Jones and the Staff of Kings,PSP,0.26,2009,,,
Indiana Jones and the Staff of Kings,PSP,0.26,2009,5.1,,
Indiana Jones and the Staff of Kings,PSP,0.26,2009,7.4,,
Star Wars The Clone Wars: Republic Heroes,PS2,0.25,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS2,0.25,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS2,0.25,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS2,0.25,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS2,0.25,2009,,,
Star Wars The Clone Wars: Republic Heroes,PS2,0.25,2009,4.8,,
Star Wars The Clone Wars: Republic Heroes,PS2,0.25,2009,5.9,,
Indiana Jones and the Staff of Kings,DS,0.25,2009,,,
Indiana Jones and the Staff of Kings,DS,0.25,2009,,,
Indiana Jones and the Staff of Kings,DS,0.25,2009,5.1,,
Indiana Jones and the Staff of Kings,DS,0.25,2009,7.4,,
LEGO Indiana Jones 2: The Adventure Continues,PC,0.05,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,PC,0.05,2009,6.0,,
LEGO Indiana Jones 2: The Adventure Continues,PC,0.05,2009,7.5,,
LEGO Indiana Jones 2: The Adventure Continues,PC,0.05,2009,6.8,,
LEGO Indiana Jones 2: The Adventure Continues,PC,0.05,2009,5.2,,
LEGO Indiana Jones 2: The Adventure Continues,PC,0.05,2009,5.2,,
Star Wars The Clone Wars: Republic Heroes,PC,0.03,2009,,,
Star Wars The Clone Wars: Republic Heroes,PC,0.03,2009,,,
Star Wars The Clone Wars: Republic Heroes,PC,0.03,2009,,,
Star Wars The Clone Wars: Republic Heroes,PC,0.03,2009,,,
Star Wars The Clone Wars: Republic Heroes,PC,0.03,2009,,,
Star Wars The Clone Wars: Republic Heroes,PC,0.03,2009,4.8,,
Star Wars The Clone Wars: Republic Heroes,PC,0.03,2009,5.9,,
Star Wars: The Force Unleashed II,PS3,1.51,2010,4.0,,
Star Wars: The Force Unleashed II,PS3,1.51,2010,7.5,,
Star Wars: The Force Unleashed II,PS3,1.51,2010,6.3,,
Star Wars: The Force Unleashed II,PS3,1.51,2010,6.3,,
Star Wars: The Force Unleashed II,PS3,1.51,2010,6.2,,
Star Wars: The Force Unleashed II,X360,1.44,2010,4.0,,
Star Wars: The Force Unleashed II,X360,1.44,2010,7.5,,
Star Wars: The Force Unleashed II,X360,1.44,2010,6.3,,
Star Wars: The Force Unleashed II,X360,1.44,2010,6.3,,
Star Wars: The Force Unleashed II,X360,1.44,2010,6.2,,
Star Wars: The Force Unleashed II,Wii,0.78,2010,4.0,,
Star Wars: The Force Unleashed II,Wii,0.78,2010,7.5,,
Star Wars: The Force Unleashed II,Wii,0.78,2010,6.3,,
Star Wars: The Force Unleashed II,Wii,0.78,2010,6.3,,
Star Wars: The Force Unleashed II,Wii,0.78,2010,6.2,,
Monkey Island 2 Special Edition: LeChuck's Revenge,PC,0.29,2010,,,
Star Wars: The Force Unleashed II,DS,0.22,2010,4.0,,
Star Wars: The Force Unleashed II,DS,0.22,2010,7.5,,
Star Wars: The Force Unleashed II,DS,0.22,2010,6.3,,
Star Wars: The Force Unleashed II,DS,0.22,2010,6.3,,
Star Wars: The Force Unleashed II,DS,0.22,2010,6.2,,
Star Wars: The Force Unleashed II,PC,0.03,2010,4.0,,
Star Wars: The Force Unleashed II,PC,0.03,2010,7.5,,
Star Wars: The Force Unleashed II,PC,0.03,2010,6.3,,
Star Wars: The Force Unleashed II,PC,0.03,2010,6.3,,
Star Wars: The Force Unleashed II,PC,0.03,2010,6.2,,
LEGO Star Wars III: The Clone Wars,Wii,1.79,2011,7.5,,
LEGO Star Wars III: The Clone Wars,Wii,1.79,2011,8.0,,
LEGO Star Wars III: The Clone Wars,Wii,1.79,2011,6.3,,
LEGO Star Wars III: The Clone Wars,Wii,1.79,2011,6.3,,
LEGO Star Wars III: The Clone Wars,Wii,1.79,2011,7.9,,
LEGO Star Wars III: The Clone Wars,Wii,1.79,2011,6.7,6.1,6.4
LEGO Star Wars III: The Clone Wars,Wii,1.79,2011,7.6,7.6,7.6
LEGO Star Wars III: The Clone Wars,X360,1.48,2011,7.5,,
LEGO Star Wars III: The Clone Wars,X360,1.48,2011,8.0,,
LEGO Star Wars III: The Clone Wars,X360,1.48,2011,6.3,,
LEGO Star Wars III: The Clone Wars,X360,1.48,2011,6.3,,
LEGO Star Wars III: The Clone Wars,X360,1.48,2011,7.9,,
LEGO Star Wars III: The Clone Wars,X360,1.48,2011,6.7,6.1,6.4
LEGO Star Wars III: The Clone Wars,X360,1.48,2011,7.6,7.6,7.6
LEGO Star Wars III: The Clone Wars,PS3,1.18,2011,7.5,,
LEGO Star Wars III: The Clone Wars,PS3,1.18,2011,8.0,,
LEGO Star Wars III: The Clone Wars,PS3,1.18,2011,6.3,,
LEGO Star Wars III: The Clone Wars,PS3,1.18,2011,6.3,,
LEGO Star Wars III: The Clone Wars,PS3,1.18,2011,7.9,,
LEGO Star Wars III: The Clone Wars,PS3,1.18,2011,6.7,6.1,6.4
LEGO Star Wars III: The Clone Wars,PS3,1.18,2011,7.6,7.6,7.6
LEGO Star Wars III: The Clone Wars,3DS,1.14,2011,7.5,,
LEGO Star Wars III: The Clone Wars,3DS,1.14,2011,8.0,,
LEGO Star Wars III: The Clone Wars,3DS,1.14,2011,6.3,,
LEGO Star Wars III: The Clone Wars,3DS,1.14,2011,6.3,,
LEGO Star Wars III: The Clone Wars,3DS,1.14,2011,7.9,,
LEGO Star Wars III: The Clone Wars,3DS,1.14,2011,6.7,6.1,6.4
LEGO Star Wars III: The Clone Wars,3DS,1.14,2011,7.6,7.6,7.6
LEGO Star Wars III: The Clone Wars,DS,1.1,2011,7.5,,
LEGO Star Wars III: The Clone Wars,DS,1.1,2011,8.0,,
LEGO Star Wars III: The Clone Wars,DS,1.1,2011,6.3,,
LEGO Star Wars III: The Clone Wars,DS,1.1,2011,6.3,,
LEGO Star Wars III: The Clone Wars,DS,1.1,2011,7.9,,
LEGO Star Wars III: The Clone Wars,DS,1.1,2011,6.7,6.1,6.4
LEGO Star Wars III: The Clone Wars,DS,1.1,2011,7.6,7.6,7.6
LEGO Star Wars III: The Clone Wars,PSP,0.39,2011,7.5,,
LEGO Star Wars III: The Clone Wars,PSP,0.39,2011,8.0,,
LEGO Star Wars III: The Clone Wars,PSP,0.39,2011,6.3,,
LEGO Star Wars III: The Clone Wars,PSP,0.39,2011,6.3,,
LEGO Star Wars III: The Clone Wars,PSP,0.39,2011,7.9,,
LEGO Star Wars III: The Clone Wars,PSP,0.39,2011,6.7,6.1,6.4
LEGO Star Wars III: The Clone Wars,PSP,0.39,2011,7.6,7.6,7.6
LEGO Star Wars III: The Clone Wars,PC,0.25,2011,7.5,,
LEGO Star Wars III: The Clone Wars,PC,0.25,2011,8.0,,
LEGO Star Wars III: The Clone Wars,PC,0.25,2011,6.3,,
LEGO Star Wars III: The Clone Wars,PC,0.25,2011,6.3,,
LEGO Star Wars III: The Clone Wars,PC,0.25,2011,7.9,,
LEGO Star Wars III: The Clone Wars,PC,0.25,2011,6.7,6.1,6.4
LEGO Star Wars III: The Clone Wars,PC,0.25,2011,7.6,7.6,7.6
Monkey Island: Special Edition Collection,PC,0.17,2011,,,
Monkey Island: Special Edition Collection,PC,0.17,2011,,,
Monkey Island: Special Edition Collection,PC,0.17,2011,,,
Rock Band,X360,2.47,2007,8.1,,
Rock Band,X360,2.47,2007,9.1,,
Rock Band,X360,2.47,2007,9.1,,
Rock Band,X360,2.47,2007,8.2,,
Rock Band,PS3,1.62,2007,8.1,,
Rock Band,PS3,1.62,2007,9.1,,
Rock Band,PS3,1.62,2007,9.1,,
Rock Band,PS3,1.62,2007,8.2,,
Rock Band,PS2,1.11,2007,8.1,,
Rock Band,PS2,1.11,2007,9.1,,
Rock Band,PS2,1.11,2007,9.1,,
Rock Band,PS2,1.11,2007,8.2,,
Rock Band 2,X360,2.2,2008,9.0,,
Rock Band 2,X360,2.2,2008,9.2,,
Rock Band 2,X360,2.2,2008,7.9,,
Rock Band 2,X360,2.2,2008,8.9,,
Rock Band,Wii,2.08,2008,8.1,,
Rock Band,Wii,2.08,2008,9.1,,
Rock Band,Wii,2.08,2008,9.1,,
Rock Band,Wii,2.08,2008,8.2,,
Rock Band 2,PS3,1.5,2008,9.0,,
Rock Band 2,PS3,1.5,2008,9.2,,
Rock Band 2,PS3,1.5,2008,7.9,,
Rock Band 2,PS3,1.5,2008,8.9,,
Rock Band 2,Wii,1.02,2008,9.0,,
Rock Band 2,Wii,1.02,2008,9.2,,
Rock Band 2,Wii,1.02,2008,7.9,,
Rock Band 2,Wii,1.02,2008,8.9,,
Rock Band 2,PS2,0.59,2008,9.0,,
Rock Band 2,PS2,0.59,2008,9.2,,
Rock Band 2,PS2,0.59,2008,7.9,,
Rock Band 2,PS2,0.59,2008,8.9,,
AC/DC LIVE: Rock Band Track Pack,Wii,0.27,2008,,,
AC/DC LIVE: Rock Band Track Pack,Wii,0.27,2008,,,
AC/DC LIVE: Rock Band Track Pack,Wii,0.27,2008,,,
AC/DC LIVE: Rock Band Track Pack,Wii,0.27,2008,6.7,,
AC/DC LIVE: Rock Band Track Pack,PS3,0.24,2008,,,
AC/DC LIVE: Rock Band Track Pack,PS3,0.24,2008,,,
AC/DC LIVE: Rock Band Track Pack,PS3,0.24,2008,,,
AC/DC LIVE: Rock Band Track Pack,PS3,0.24,2008,6.7,,
Rock Band Track Pack Volume 1,Wii,0.23,2008,,,
Rock Band Track Pack Volume 1,Wii,0.23,2008,,,
Rock Band Track Pack Volume 2,Wii,0.23,2008,,,
Rock Band Track Pack Volume 2,Wii,0.23,2008,,,
Rock Band Track Pack Volume 2,Wii,0.23,2008,,,
Rock Band Track Pack Volume 2,Wii,0.23,2008,,,
AC/DC LIVE: Rock Band Track Pack,X360,0.23,2008,,,
AC/DC LIVE: Rock Band Track Pack,X360,0.23,2008,,,
AC/DC LIVE: Rock Band Track Pack,X360,0.23,2008,,,
AC/DC LIVE: Rock Band Track Pack,X360,0.23,2008,6.7,,
Rock Band Track Pack Volume 2,X360,0.2,2008,,,
Rock Band Track Pack Volume 2,X360,0.2,2008,,,
Rock Band Track Pack Volume 2,X360,0.2,2008,,,
Rock Band Track Pack Volume 2,X360,0.2,2008,,,
AC/DC LIVE: Rock Band Track Pack,PS2,0.16,2008,,,
AC/DC LIVE: Rock Band Track Pack,PS2,0.16,2008,,,
AC/DC LIVE: Rock Band Track Pack,PS2,0.16,2008,,,
AC/DC LIVE: Rock Band Track Pack,PS2,0.16,2008,6.7,,
Rock Band Track Pack Volume 1,PS2,0.13,2008,,,
Rock Band Track Pack Volume 1,PS2,0.13,2008,,,
Rock Band Track Pack Volume 2,PS3,0.13,2008,,,
Rock Band Track Pack Volume 2,PS3,0.13,2008,,,
Rock Band Track Pack Volume 2,PS3,0.13,2008,,,
Rock Band Track Pack Volume 2,PS3,0.13,2008,,,
Rock Band Track Pack Volume 2,PS2,0.12,2008,,,
Rock Band Track Pack Volume 2,PS2,0.12,2008,,,
Rock Band Track Pack Volume 2,PS2,0.12,2008,,,
Rock Band Track Pack Volume 2,PS2,0.12,2008,,,
The Beatles: Rock Band,Wii,1.71,2009,9.0,,
The Beatles: Rock Band,Wii,1.71,2009,8.7,,
The Beatles: Rock Band,Wii,1.71,2009,8.9,,
The Beatles: Rock Band,X360,1.31,2009,9.0,,
The Beatles: Rock Band,X360,1.31,2009,8.7,,
The Beatles: Rock Band,X360,1.31,2009,8.9,,
The Beatles: Rock Band,PS3,1.12,2009,9.0,,
The Beatles: Rock Band,PS3,1.12,2009,8.7,,
The Beatles: Rock Band,PS3,1.12,2009,8.9,,
Rock Band Unplugged,PSP,0.5,2009,8.0,,
Rock Band Country Track Pack,Wii,0.44,2009,,,
Rock Band Country Track Pack,Wii,0.44,2009,,,
Rock Band Country Track Pack,Wii,0.44,2009,,,
Rock Band Country Track Pack,Wii,0.44,2009,,,
Rock Band Country Track Pack,PS2,0.32,2009,,,
Rock Band Country Track Pack,PS2,0.32,2009,,,
Rock Band Country Track Pack,PS2,0.32,2009,,,
Rock Band Country Track Pack,PS2,0.32,2009,,,
Rock Band Country Track Pack,X360,0.23,2009,,,
Rock Band Country Track Pack,X360,0.23,2009,,,
Rock Band Country Track Pack,X360,0.23,2009,,,
Rock Band Country Track Pack,X360,0.23,2009,,,
Rock Band Track Pack: Classic Rock,Wii,0.22,2009,5.0,,
Rock Band Track Pack: Classic Rock,Wii,0.22,2009,5.0,,
Rock Band Track Pack: Classic Rock,Wii,0.22,2009,6.5,,
Rock Band Track Pack: Classic Rock,Wii,0.22,2009,6.5,,
Rock Band Track Pack: Classic Rock,PS2,0.2,2009,5.0,,
Rock Band Track Pack: Classic Rock,PS2,0.2,2009,5.0,,
Rock Band Track Pack: Classic Rock,PS2,0.2,2009,6.5,,
Rock Band Track Pack: Classic Rock,PS2,0.2,2009,6.5,,
Rock Band Country Track Pack,PS3,0.19,2009,,,
Rock Band Country Track Pack,PS3,0.19,2009,,,
Rock Band Country Track Pack,PS3,0.19,2009,,,
Rock Band Country Track Pack,PS3,0.19,2009,,,
Rock Band: Metal Track Pack,X360,0.15,2009,,,
Rock Band: Metal Track Pack,X360,0.15,2009,,,
Rock Band: Metal Track Pack,X360,0.15,2009,,,
Rock Band: Metal Track Pack,X360,0.15,2009,,,
Rock Band: Metal Track Pack,PS3,0.12,2009,,,
Rock Band: Metal Track Pack,PS3,0.12,2009,,,
Rock Band: Metal Track Pack,PS3,0.12,2009,,,
Rock Band: Metal Track Pack,PS3,0.12,2009,,,
Rock Band: Metal Track Pack,PS2,0.11,2009,,,
Rock Band: Metal Track Pack,PS2,0.11,2009,,,
Rock Band: Metal Track Pack,PS2,0.11,2009,,,
Rock Band: Metal Track Pack,PS2,0.11,2009,,,
Rock Band: Metal Track Pack,Wii,0.11,2009,,,
Rock Band: Metal Track Pack,Wii,0.11,2009,,,
Rock Band: Metal Track Pack,Wii,0.11,2009,,,
Rock Band: Metal Track Pack,Wii,0.11,2009,,,
Rock Band Track Pack: Classic Rock,PS3,0.11,2009,5.0,,
Rock Band Track Pack: Classic Rock,PS3,0.11,2009,5.0,,
Rock Band Track Pack: Classic Rock,PS3,0.11,2009,6.5,,
