game,platform,games_sold,year,critic_score,user_score,combined_score
Donkey Kong Country,GBA,1.82,2003,7.5,,
Donkey Kong Country,GBA,1.82,2003,9.1,,
Donkey Kong Country,GBA,1.82,2003,9.0,8.8,8.9
Final Fantasy Tactics Advance,GBA,1.7,2003,9.0,,
Final Fantasy Tactics Advance,GBA,1.7,2003,8.9,,
Pokemon Pinball: Ruby & Sapphire (Old all region sales),GBA,1.37,2003,,,
Kirby Air Ride,GC,1.35,2003,6.4,,
Mario Golf: Toadstool Tour,GC,1.27,2003,8.1,,
Golden Sun: The Lost Age,GBA,1.12,2003,8.3,,
"WarioWare, Inc.: Mega MicroGame$",GBA,1.1,2003,,,
Fire Emblem,GBA,0.97,2003,8.8,,
Sword of Mana,GBA,0.74,2003,7.0,,
F-Zero GX,GC,0.65,2003,8.4,,
Advance Wars 2: Black Hole Rising,GBA,0.65,2003,8.8,,
Mother 1+2,GBA,0.46,2003,,,
Pokemon Pinball: Ruby & Sapphire (JP weekly sales),GBA,0.45,2003,,,
Densetsu no Stafi 2,GBA,0.44,2003,,,
Wario World,GC,0.44,2003,7.5,,
Pokemon Channel,GC,0.38,2003,5.2,,
Hamtaro: Ham-Ham Heartbreak,GBA,0.36,2003,8.0,,
Top Gear Rally,GBA,0.09,2003,8.0,,
Top Gear Rally,GBA,0.09,2003,8.4,,
Pokemon FireRed / LeafGreen Version,GBA,12.0,2004,8.3,,
Super Mario 64 DS,DS,11.06,2004,8.6,,
Pokemon Colosseum,GC,2.41,2004,7.0,,
Classic NES Series: Super Mario Bros.,GBA,2.27,2004,,,
Classic NES Series: Super Mario Bros.,GBA,2.27,2004,8.3,,
Paper Mario: The Thousand-Year Door,GC,1.91,2004,9.0,,
Mario Party 6,GC,1.63,2004,7.2,,
Kirby & the Amazing Mirror,GBA,1.47,2004,7.9,,
Classic NES Series: Super Mario Bros.,GBA,1.43,2004,,,
Classic NES Series: Super Mario Bros.,GBA,1.43,2004,8.3,,
Mario vs. Donkey Kong,GBA,1.37,2004,8.5,,
Final Fantasy: Crystal Chronicles,GC,1.3,2004,7.7,7.5,7.6
Donkey Kong Country 2,GBA,1.23,2004,7.6,,
Final Fantasy I & II: Dawn of Souls,GBA,1.19,2004,7.1,,
Donkey Konga,GC,1.18,2004,7.3,,
Mario Power Tennis,GC,1.16,2004,8.1,,
Pikmin 2,GC,1.12,2004,9.1,,
Metroid Prime 2: Echoes,GC,1.1,2004,9.2,,
Classic NES Series: The Legend of Zelda,GBA,0.89,2004,,,
Classic NES Series: The Legend of Zelda,GBA,0.89,2004,8.4,,
Metroid: Zero Mission,GBA,0.84,2004,8.9,,
The Legend of Zelda: Four Swords Adventures,GC,0.81,2004,8.4,,
Classic NES Series: Donkey Kong,GBA,0.73,2004,,,
Classic NES Series: Donkey Kong,GBA,0.73,2004,6.5,,
"WarioWare, Inc.: Mega Party Game$",GC,0.71,2004,,,
Classic NES Series: Zelda II: The Adventure of Link,GBA,0.7,2004,6.6,,
Mario Pinball Land,GBA,0.69,2004,5.0,,
Classic NES Series: Dr. Mario,GBA,0.56,2004,,,
Classic NES Series: Dr. Mario,GBA,0.56,2004,6.1,,
Classic NES Series: Pac-Man,GBA,0.46,2004,5.7,,
Mario Golf: Advance Tour,GBA,0.45,2004,9.5,,
Classic NES Series: Metroid,GBA,0.43,2004,,,
Classic NES Series: Metroid,GBA,0.43,2004,5.2,,
Famicom Mini: Super Mario Bros. 2,GBA,0.42,2004,,,
Custom Robo,GC,0.37,2004,,,
Classic NES Series: Ice Climber,GBA,0.34,2004,,,
Classic NES Series: Ice Climber,GBA,0.34,2004,6.1,,
Classic NES Series: Castlevania,GBA,0.33,2004,7.4,,
Pokemon Box: Ruby and Sapphire,GC,0.28,2004,,,
Classic NES Series: Bomberman,GBA,0.26,2004,,,
Classic NES Series: Bomberman,GBA,0.26,2004,5.4,,
Classic NES Series: Excitebike,GBA,0.25,2004,,,
Classic NES Series: Excitebike,GBA,0.25,2004,6.4,,
Classic NES Series: Xevious,GBA,0.25,2004,,,
Classic NES Series: Xevious,GBA,0.25,2004,6.4,,
Densetsu no Stafi 3,GBA,0.24,2004,,,
Classic NES Series: The Legend of Zelda,GBA,0.24,2004,,,
Classic NES Series: The Legend of Zelda,GBA,0.24,2004,8.4,,
Hamtaro: Ham-Ham Games,GBA,0.22,2004,7.5,,
Classic NES Series: Ice Climber,GBA,0.2,2004,,,
Classic NES Series: Ice Climber,GBA,0.2,2004,6.1,,
Daigasso! Band Brothers,DS,0.19,2004,8.0,,
Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,0.18,2004,,,
Pokemon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,0.17,2004,,,
Classic NES Series: Donkey Kong,GBA,0.17,2004,,,
Classic NES Series: Donkey Kong,GBA,0.17,2004,6.5,,
F-Zero: GP Legend,GBA,0.16,2004,7.1,,
Pokemon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,0.13,2004,,,
Classic NES Series: Dr. Mario,GBA,0.13,2004,,,
Classic NES Series: Dr. Mario,GBA,0.13,2004,6.1,,
Classic NES Series: Xevious,GBA,0.12,2004,,,
Classic NES Series: Xevious,GBA,0.12,2004,6.4,,
Classic NES Series: Bomberman,GBA,0.11,2004,,,
Classic NES Series: Bomberman,GBA,0.11,2004,5.4,,
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,0.11,2004,,,
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,0.1,2004,,,
Famicom Mini: Mappy,GBA,0.1,2004,,,
Classic NES Series: Excitebike,GBA,0.1,2004,,,
Classic NES Series: Excitebike,GBA,0.1,2004,6.4,,
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,0.08,2004,,,
Famicom Mini: Mario Bros.,GBA,0.08,2004,,,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,0.08,2004,,,
Famicom Mini: Star Soldier,GBA,0.08,2004,,,
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,0.07,2004,,,
Famicom Mini: Nazo no Murasame-Jou,GBA,0.07,2004,,,
Classic NES Series: Metroid,GBA,0.07,2004,,,
Classic NES Series: Metroid,GBA,0.07,2004,5.2,,
Famicom Mini: Wrecking Crew,GBA,0.07,2004,,,
Famicom Mini: Balloon Fight,GBA,0.06,2004,,,
Famicom Mini: Clu Clu Land,GBA,0.04,2004,,,
Nintendogs,DS,23.96,2005,8.4,8.5,8.45
Mario Kart DS,DS,23.6,2005,9.1,9.4,9.25
Animal Crossing: Wild World,DS,11.75,2005,8.5,,
Pokemon Emerald Version,GBA,7.06,2005,7.7,,
WarioWare Touched!,DS,2.47,2005,7.8,,
Mario Party 7,GC,2.08,2005,6.0,,
The Legend of Zelda: The Minish Cap,GBA,1.76,2005,8.9,,
Mario & Luigi: Partners in Time,DS,1.73,2005,8.8,,
Super Mario Strikers,GC,1.6,2005,8.0,,
Pokemon XD: Gale of Darkness,GC,1.42,2005,6.9,,
Donkey Kong Jungle Beat,GC,1.34,2005,7.9,,
Star Fox: Assault,GC,1.08,2005,6.6,8.5,7.55
Mario Superstar Baseball,GC,1.05,2005,7.2,,
Mario Party Advance,GBA,0.98,2005,6.0,,
Fire Emblem: The Sacred Stones,GBA,0.89,2005,8.4,,
Donkey Kong Country 3,GBA,0.77,2005,7.5,,
Pokemon Dash,DS,0.77,2005,5.3,,
WarioWare: Twisted!,GBA,0.74,2005,,,
Kirby: Canvas Curse,DS,0.72,2005,8.9,,
Yoshi Topsy-Turvy,GBA,0.65,2005,,,
Jump Super Stars,DS,0.55,2005,,,
Fire Emblem: Path of Radiance,GC,0.54,2005,8.6,,
Mario Tennis: Power Tour,GBA,0.52,2005,,,
Dance Dance Revolution: Mario Mix,GC,0.47,2005,7.0,,
Battalion Wars,GC,0.4,2005,8.8,,
Donkey Konga 2,GC,0.39,2005,6.5,,
Advance Wars: Dual Strike,DS,0.39,2005,9.0,,
Yoshi Touch & Go,DS,0.38,2005,,,
Dr. Mario / Puzzle League,GBA,0.33,2005,7.5,,
Trace Memory,DS,0.29,2005,6.5,,
Metroid Prime Pinball,DS,0.26,2005,7.6,,
Polarium,DS,0.26,2005,7.6,,
DK: King of Swing,GBA,0.24,2005,7.1,,
Meteos,DS,0.23,2005,8.8,,
Yoshi Touch & Go (JP sales),DS,0.22,2005,,,
DS Rakubiki Jiten,DS,0.16,2005,,,
Geist,GC,0.15,2005,6.6,7.6,7.1
Dynasty Warriors Advance,GBA,0.11,2005,5.2,,
Osu! Tatakae! Ouendan,DS,0.06,2005,,,
Dance Dance Revolution: Mario Mix (JP sales),GC,0.06,2005,7.5,,
Electroplankton,DS,0.03,2005,7.0,,
Wii Sports,Wii,82.9,2006,7.7,8.0,7.85
New Super Mario Bros.,DS,30.8,2006,9.1,8.1,8.6
Brain Age: Train Your Brain in Minutes a Day,DS,19.01,2006,8.1,,
The Legend of Zelda: Twilight Princess,Wii,7.26,2006,9.5,,
The Legend of Zelda: Twilight Princess,Wii,7.26,2006,9.5,9.6,9.55
Big Brain Academy,DS,6.15,2006,7.7,,
English Training: Have Fun Improving Your Skills!,DS,3.91,2006,,,
Pokemon Mystery Dungeon: Blue Rescue Team,DS,3.49,2006,6.3,,
Yoshi's Island DS,DS,3.36,2006,8.2,,
Pokemon Ranger,DS,2.93,2006,6.6,,
Tetris DS,DS,2.74,2006,8.5,,
Clubhouse Games,DS,2.57,2006,8.3,,
Pokemon Mystery Dungeon: Red Rescue Team,GBA,2.36,2006,6.5,,
Kirby Squeak Squad,DS,2.27,2006,7.3,,
Mario Hoops 3 on 3,DS,2.03,2006,7.1,,
Super Princess Peach,DS,1.7,2006,7.8,,
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,1.68,2006,,,
Mario vs. Donkey Kong 2: March of the Minis,DS,1.52,2006,7.7,,
The Legend of Zelda: Twilight Princess,GC,1.43,2006,9.5,,
The Legend of Zelda: Twilight Princess,GC,1.43,2006,9.5,9.6,9.55
Pokemon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,1.13,2006,,,
Metroid Prime Hunters,DS,1.08,2006,8.4,,
Jump Ultimate Stars,DS,0.74,2006,,,
Pokemon Trozei!,DS,0.59,2006,,,
Excite Truck,Wii,0.53,2006,7.0,,
Star Fox Command,DS,0.53,2006,7.2,,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,0.52,2006,,,
Children of Mana,DS,0.48,2006,7.0,,
Mother 3,GBA,0.4,2006,,,
Chibi-Robo! Plug into Adventure!,GC,0.39,2006,7.4,,
Elite Beat Agents,DS,0.37,2006,8.4,,
Rhythm Tengoku,GBA,0.3,2006,,,
Tales of Phantasia,GBA,0.29,2006,,,
Tales of Phantasia,GBA,0.29,2006,,,
Tales of Phantasia,GBA,0.29,2006,7.0,,
Final Fantasy V Advance,GBA,0.26,2006,8.2,,
Sudoku Gridmaster (JP sales),DS,0.19,2006,,,
Magical Starsign (US sales),DS,0.17,2006,,,
Sudoku Gridmaster,DS,0.17,2006,6.0,,
Densetsu no Stafi 4,DS,0.17,2006,,,
True Swing Golf,DS,0.16,2006,8.0,,
Magnetica,DS,0.14,2006,8.0,,
Eyeshield 21: Max Devil Power,DS,0.12,2006,,,
Odama,GC,0.11,2006,6.5,,
Baten Kaitos Origins,GC,0.1,2006,7.5,,
Project Hacker: Kakusei,DS,0.1,2006,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,0.09,2006,,,
Kanji Sonomama DS Rakubiki Jiten,DS,0.07,2006,,,
Chou Soujuu Mecha MG,DS,0.06,2006,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,0.06,2006,,,
Drill Dozer,GBA,0.05,2006,7.9,,
Mawashite Tsunageru Touch Panic,DS,0.05,2006,,,
Tenchu: Dark Secret,DS,0.05,2006,3.5,,
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,0.05,2006,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,0.05,2006,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,0.04,2006,,,
Magical Starsign (JP sales),DS,0.04,2006,,,
Eyeshield 21: DevilBats DevilDays,GBA,0.03,2006,,,
Calcio Bit,GBA,0.03,2006,,,
bit Generations: Dotstream,GBA,0.01,2006,8.0,,
bit Generations: Dialhex,GBA,0.01,2006,7.0,,
Wii Play,Wii,28.02,2007,5.9,6.5,6.2
Pokemon Diamond / Pearl Version,DS,17.67,2007,8.6,,
Brain Age 2: More Training in Minutes a Day,DS,14.88,2007,8.0,,
Super Mario Galaxy,Wii,12.8,2007,9.7,9.6,9.65
Mario Party DS,DS,9.31,2007,7.1,,
Mario Party 8,Wii,8.85,2007,6.5,,
Link's Crossbow Training,Wii,5.79,2007,6.9,,
The Legend of Zelda: Phantom Hourglass,DS,4.76,2007,9.1,,
Super Paper Mario,Wii,4.23,2007,8.5,,
Big Brain Academy: Wii Degree,Wii,3.34,2007,7.1,,
Flash Focus: Vision Training in Minutes a Day,DS,3.23,2007,6.1,,
Mario Strikers Charged,Wii,2.6,2007,7.7,,
WarioWare: Smooth Moves,Wii,2.35,2007,8.2,,
Pokemon Battle Revolution,Wii,1.95,2007,5.2,,
Diddy Kong Racing DS,DS,1.59,2007,5.1,,
Practise English!,DS,1.55,2007,,,
Metroid Prime 3: Corruption,Wii,1.41,2007,9.0,9.4,9.2
Wario: Master of Disguise,DS,0.65,2007,6.0,,
Donkey Kong Barrel Blast,Wii,0.62,2007,4.8,,
Ganbaru Watashi no Kakei Diary,DS,0.61,2007,,,
Donkey Kong Jungle Climber,DS,0.55,2007,7.8,,
Hotel Dusk: Room 215,DS,0.54,2007,8.0,6.9,7.45
Picross DS,DS,0.5,2007,8.4,,
Fire Emblem: Radiant Dawn,Wii,0.49,2007,7.7,8.5,8.1
Master of Illusion,DS,0.43,2007,7.0,,
Battalion Wars 2,Wii,0.34,2007,7.7,,
Planet Puzzle League,DS,0.33,2007,8.6,,
Final Fantasy VI Advance,GBA,0.28,2007,9.1,,
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,0.27,2007,,,
Punch-Out!!,VC,0.27,2007,,,
Punch-Out!!,VC,0.27,2007,8.7,,
DS Bungaku Zenshuu,DS,0.26,2007,,,
Freshly-Picked: Tingle's Rosy Rupeeland,DS,0.25,2007,,,
Chibi-Robo! Park Patrol,DS,0.19,2007,,,
Custom Robo Arena,DS,0.16,2007,7.4,,
ASH: Archaic Sealed Heat,DS,0.12,2007,,,
Kousoku Card Battle: Card Hero,DS,0.11,2007,,,
Kurikin: Nano Island Story,DS,0.09,2007,,,
Suujin Taisen,DS,0.03,2007,,,
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,0.03,2007,,,
Slide Adventure: Mag Kid,DS,0.01,2007,,,
theta,DS,0.01,2007,,,
Mario Kart Wii,Wii,37.32,2008,8.2,9.1,8.65
Wii Fit,Wii,22.67,2008,7.9,,
Super Smash Bros. Brawl,Wii,13.32,2008,9.2,9.7,9.45
Pokemon Mystery Dungeon: Explorers of Time / Darkness,DS,4.88,2008,6.4,,
Professor Layton and the Curious Village,DS,4.49,2008,8.7,,
Animal Crossing: City Folk,Wii,4.32,2008,7.1,8.8,7.95
Personal Trainer: Cooking,DS,3.18,2008,8.4,,
Kirby Super Star Ultra,DS,2.99,2008,7.3,,
Wii Music,Wii,2.86,2008,5.6,,
Pokemon Ranger: Shadows of Almia,DS,2.35,2008,6.7,,
Mario Super Sluggers,Wii,2.32,2008,6.7,,
Mystery Case Files: MillionHeir,DS,1.18,2008,7.4,,
Endless Ocean,Wii,1.06,2008,6.8,,
Wario Land: Shake It!,Wii,1.06,2008,7.3,,
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,1.01,2008,,,
Advance Wars: Days of Ruin,DS,0.61,2008,8.4,,
DS Bimoji Training,DS,0.56,2008,,,
CrossworDS,DS,0.55,2008,,,
Soma Bringer,DS,0.11,2008,,,
Minna no Joushiki Ryoku TV,Wii,0.08,2008,,,
Disaster: Day of Crisis,Wii,0.07,2008,6.4,8.0,7.2
Make 10: A Journey of Numbers,DS,0.07,2008,,,
Captain Rainbow,Wii,0.01,2008,7.0,,
Wii Sports Resort,Wii,33.13,2009,8.0,8.8,8.4
New Super Mario Bros. Wii,Wii,30.3,2009,8.6,9.2,8.9
Wii Fit Plus,Wii,21.13,2009,8.0,,
Pokemon Platinum Version,DS,7.6,2009,8.3,8.9,8.6
Mario & Luigi: Bowser's Inside Story,DS,4.56,2009,9.1,,
Professor Layton and the Diabolical Box,DS,3.88,2009,8.5,,
Tomodachi Collection,DS,3.76,2009,,,
Rhythm Heaven,DS,3.04,2009,8.5,,
Style Savvy,DS,2.98,2009,7.6,,
The Legend of Zelda: Spirit Tracks,DS,2.96,2009,8.7,,
New Play Control! Mario Power Tennis,Wii,1.79,2009,6.6,,
Pokemon Mystery Dungeon: Explorers of Sky,DS,1.49,2009,5.7,,
Personal Trainer: Math,DS,1.37,2009,5.0,,
Punch-Out!!,Wii,1.14,2009,,,
Punch-Out!!,Wii,1.14,2009,8.7,,
Fossil Fighters,DS,0.89,2009,6.9,,
The Legendary Starfy,DS,0.85,2009,7.1,,
Personal Trainer: Walking,DS,0.78,2009,7.0,,
New Play Control! Pikmin,Wii,0.64,2009,7.7,9.3,8.5
Fire Emblem: Shadow Dragon,DS,0.61,2009,8.2,,
Metroid Prime: Trilogy,Wii,0.61,2009,9.0,9.6,9.3
New Play Control! Donkey Kong Jungle Beat,Wii,0.6,2009,8.4,,
Fossil Fighters (JP sales),DS,0.3,2009,,,
ExciteBots: Trick Racing,Wii,0.28,2009,7.7,,
Nintendo Presents: Crossword Collection,DS,0.21,2009,,,
Active Health with Carol Vorderman,DS,0.18,2009,,,
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,0.14,2009,,,
Irozuki Tingle no Koi no Balloon Trip,DS,0.11,2009,,,
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,0.1,2009,,,
DS Uranai Seikatsu,DS,0.07,2009,,,
Another Code R: A Journey into Lost Memories,Wii,0.06,2009,5.9,,
Wii de Asobu Chibi-Robo!,Wii,0.05,2009,,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,0.04,2009,,,
Takt of Magic,Wii,0.01,2009,,,
Pokemon Heart Gold / Soul Silver Version,DS,12.72,2010,8.6,,
Wii Party,Wii,9.34,2010,7.0,,
Super Mario Galaxy 2,Wii,7.41,2010,9.7,9.8,9.75
Donkey Kong Country Returns,Wii,6.53,2010,8.6,,
Dragon Quest IX: Sentinels of the Starry Skies,DS,5.5,2010,8.6,,
Professor Layton and the Unwound Future,DS,3.02,2010,8.4,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2.98,2010,7.8,,
Art Academy,DS,2.33,2010,6.8,,
Super Mario All-Stars: Limited Edition,Wii,2.24,2010,7.2,,
Kirby's Epic Yarn,Wii,1.85,2010,8.7,,
Pokemon Ranger: Guardian Signs,DS,1.53,2010,6.5,,
Metroid: Other M,Wii,1.36,2010,7.7,,
Pok??Park Wii: Pikachu's Adventure,Wii,1.25,2010,,,
Endless Ocean: Blue World,Wii,0.87,2010,7.6,,
Golden Sun: Dark Dawn,DS,0.81,2010,8.0,,
100 Classic Books,DS,0.67,2010,4.0,,
WarioWare D.I.Y.,DS,0.59,2010,8.3,,
Jam With the Band,DS,0.51,2010,,,
Picross 3D,DS,0.5,2010,8.7,,
FlingSmash,Wii,0.47,2010,3.8,,
Samurai Warriors 3,Wii,0.44,2010,5.1,,
Sin and Punishment: Star Successor,Wii,0.43,2010,8.4,,
Glory of Heracles,DS,0.29,2010,6.8,,
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,0.27,2010,,,
America's Test Kitchen: Let's Get Cooking,DS,0.27,2010,8.5,,
Last Window: The Secret of Cape West,DS,0.22,2010,7.3,,
Are You Smarter Than a 5th Grader? Back to School,Wii,0.19,2010,,,
Are You Smarter Than a 5th Grader? Back to School,Wii,0.19,2010,,,
Face Training,DS,0.19,2010,,,
Zangeki no Reginleiv,Wii,0.11,2010,,,
Mario Tennis,VC,0.07,2010,,,
Mario Tennis,VC,0.07,2010,,,
Mario Tennis,VC,0.07,2010,8.8,,
1000 Cooking Recipes from ELLE ?� table,DS,0.03,2010,,,
Otona no Renai Shousetsu: Harlequin Selection,DS,0.02,2010,,,
Mario Kart 7,3DS,18.71,2011,8.2,8.3,8.25
Pokemon Black / White Version,DS,15.64,2011,8.6,9.0,8.8
Super Mario 3D Land,3DS,12.7,2011,8.9,8.4,8.65
The Legend of Zelda: Ocarina of Time 3D,3DS,6.02,2011,9.3,9.0,9.15
Nintendogs + cats,3DS,4.59,2011,7.2,,
The Legend of Zelda: Skyward Sword,Wii,3.67,2011,9.4,,
Professor Layton and the Last Specter,DS,2.06,2011,8.4,,
Dragon Quest Monsters: Joker 2,DS,2.0,2011,8.1,,
Mario Sports Mix,Wii,1.98,2011,6.0,,
Kirby's Return to Dreamland,Wii,1.79,2011,7.6,,
Dragon Quest VI: Realms of Revelation,DS,1.7,2011,7.6,,
Wii Play: Motion,Wii,1.64,2011,5.2,,
Pokemon Rumble Blast,3DS,1.4,2011,5.3,6.9,6.1
Kirby: Mass Attack,DS,1.22,2011,8.4,,
Star Fox 64 3D,3DS,0.96,2011,8.0,8.1,8.05
PilotWings Resort,3DS,0.96,2011,6.9,,
Just Dance Wii,Wii,0.73,2011,,,
Fossil Fighters: Champions,DS,0.67,2011,7.5,,
Inazuma Eleven,DS,0.53,2011,6.8,,
Steel Diver,3DS,0.5,2011,5.6,6.2,5.9
Fortune Street,Wii,0.48,2011,7.0,,
Tetris Axis,3DS,0.44,2011,7.8,6.9,7.35
Mystery Case Files: The Malgrave Incident,Wii,0.33,2011,6.3,,
Learn with Pokemon: Typing Adventure,DS,0.29,2011,,,
Eigo de Tabisuru: Little Charo,DS,0.06,2011,,,
Hana to Ikimono Rittai Zukan,3DS,0.04,2011,,,
Nintendogs + Cats Golden Retriever and New Friends,3DS,0.01,2011,,,
Donkey Kong,3DS,0.01,2011,,,
Donkey Kong,3DS,0.01,2011,,,
Donkey Kong,3DS,0.01,2011,4.0,,
Donkey Kong,3DS,0.01,2011,8.5,,
New Super Mario Bros. 2,3DS,13.34,2012,7.5,7.3,7.4
Pokemon Black 2 and White 2,DS,8.52,2012,8.0,8.3,8.15
New Super Mario Bros. U,WiiU,5.8,2012,8.4,8.0,8.2
Nintendo Land,WiiU,5.2,2012,7.8,7.9,7.85
Mario Party 9,Wii,3.11,2012,6.5,,
Paper Mario: Sticker Star,3DS,2.46,2012,8.3,5.7,7.0
Mario Tennis Open,3DS,1.56,2012,6.6,6.9,6.75
Professor Layton and the Mask of Miracle,3DS,1.48,2012,8.4,,
Style Savvy: Trendsetters,3DS,1.43,2012,,,
Kid Icarus: Uprising,3DS,1.34,2012,8.0,8.8,8.4
Pokemon Conquest,DS,1.02,2012,9.0,,
Xenoblade Chronicles,Wii,0.92,2012,8.6,,
Xenoblade Chronicles,Wii,0.92,2012,9.3,,
Rhythm Heaven Fever,Wii,0.89,2012,7.0,,
Pok??Park 2: Wonders Beyond,Wii,0.76,2012,6.5,,
Kirby's Dream Collection: Special Edition,Wii,0.69,2012,8.0,,
New Play Control! Pikmin 2,Wii,0.61,2012,8.7,,
Art Academy: Lessons for Everyone!,3DS,0.49,2012,8.0,,
Sing Party,WiiU,0.3,2012,6.8,,
Just Dance Wii 2,Wii,0.29,2012,,,
Spirit Camera: The Cursed Memoir,3DS,0.25,2012,5.7,6.0,5.85
Ninja Gaiden 3: Razor's Edge,WiiU,0.19,2012,6.5,7.5,7.0
Nintendo Pocket Football Club,3DS,0.12,2012,7.0,7.4,7.2
Fatal Frame 2: Wii Edition,Wii,0.11,2012,,,
PokePark 2: Wonders Beyond,Wii,0.05,2012,,,
Pokemon X/Y,3DS,16.45,2013,8.9,9.7,9.3
Animal Crossing: New Leaf,3DS,12.55,2013,8.6,8.8,8.7
Luigi's Mansion: Dark Moon,3DS,6.16,2013,8.6,8.5,8.55
Super Mario 3D World,WiiU,5.84,2013,9.5,8.9,9.2
The Legend of Zelda: A Link Between Worlds,3DS,4.07,2013,9.3,9.0,9.15
New Super Luigi U,WiiU,3.05,2013,7.8,8.0,7.9
Mario Party: Island Tour,3DS,2.83,2013,5.5,6.0,5.75
Donkey Kong Country Returns 3D,3DS,2.76,2013,8.6,8.3,8.45
Mario & Luigi: Dream Team,3DS,2.63,2013,8.0,8.1,8.05
The Legend of Zelda: The Wind Waker,WiiU,2.31,2013,9.6,,
The Legend of Zelda: The Wind Waker,WiiU,2.31,2013,9.3,,
Fire Emblem: Awakening,3DS,2.28,2013,9.0,9.1,9.05
LEGO City Undercover: The Chase Begins,3DS,1.99,2013,6.2,6.6,6.4
Wii Party U,WiiU,1.78,2013,6.6,6.9,6.75
Tomodachi Collection: New Life,3DS,1.69,2013,,,
Pokemon Mystery Dungeon: Gates to Infinity,3DS,1.37,2013,5.9,6.2,6.05
Pikmin 3,WiiU,1.26,2013,8.7,8.7,8.7
LEGO City Undercover,WiiU,1.15,2013,7.7,6.8,7.25
LEGO City Undercover,WiiU,1.15,2013,8.0,7.4,7.7
LEGO City Undercover,WiiU,1.15,2013,7.5,8.3,7.9
LEGO City Undercover,WiiU,1.15,2013,8.0,7.7,7.85
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,0.8,2013,5.9,6.1,6.0
The Wonderful 101,WiiU,0.36,2013,8.0,8.6,8.3
NES Remix,WiiU,0.29,2013,8.0,7.2,7.6
Brain Age: Concentration Training,3DS,0.27,2013,7.5,7.8,7.65
Brain Age: Concentration Training,3DS,0.27,2013,7.5,7.8,7.65
Game & Wario,WiiU,0.25,2013,6.2,6.5,6.35
Daigasso! Band Brothers P,3DS,0.19,2013,,,
Inazuma Eleven 3: Lighting Bolt / Bomb Blast,3DS,0.09,2013,,,
Brain Age: Concentration Training,3DS,0.09,2013,7.5,7.8,7.65
Brain Age: Concentration Training,3DS,0.09,2013,7.5,7.8,7.65
Lego City Undercover: The Chase Begins,3DS,0.03,2013,,,
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,14.27,2014,8.3,7.4,7.85
Super Smash Bros. for 3DS,3DS,9.59,2014,8.4,,
Mario Kart 8,WiiU,8.45,2014,8.8,8.9,8.85
Tomodachi Life,3DS,6.59,2014,7.8,7.6,7.7
Super Smash Bros. for Wii U,WiiU,5.37,2014,9.2,8.9,9.05
Kirby: Triple Deluxe,3DS,2.56,2014,7.8,8.7,8.25
Donkey Kong Country: Tropical Freeze,WiiU,2.01,2014,9.1,9.1,9.1
Donkey Kong Country: Tropical Freeze,WiiU,2.01,2014,8.8,9.1,8.95
Yoshi's New Island,3DS,2.0,2014,7.9,6.2,7.05
Bravely Default: Flying Fairy,3DS,1.4,2014,8.2,,
Captain Toad: Treasure Tracker,WiiU,1.36,2014,8.1,8.0,8.05
Captain Toad: Treasure Tracker,WiiU,1.36,2014,7.7,8.6,8.15
Captain Toad: Treasure Tracker,WiiU,1.36,2014,8.5,7.6,8.05
Fantasy Life,3DS,1.11,2014,6.9,8.4,7.65
Hyrule Warriors,WiiU,1.0,2014,7.4,8.3,7.85
Disney Magic Castle: My Happy Life,3DS,0.94,2014,7.9,,
Wii Fit U,WiiU,0.86,2014,7.2,7.7,7.45
